date,country,chain,product_name,production_system,flag,commitment,cage_free,response_barn,response_aviary,response_freerange,response_organic,response_cagefreenotidentified,response_cage,response_insufficientinformation
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Medium Eggs | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Egg Medium | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Brown Eggs | 6pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Renz Val Salted Duck Eggs | 4pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Perfect Choice Fresh Eggs Large | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,NSDR Medium Egg | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,NFT Salted Eggs | 4pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,NFT Quail Eggs | 24pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Mardor Fresh Eggs Large | 30pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Jumbo Farm Quail Eggs | 24pcs,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,Philippines,SM Supermarket/Hypermarket,Juan Brown Egg | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Green Gem Salted Eggs | 6pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Green Gem Quail Eggs | 24pcs,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,Philippines,SM Supermarket/Hypermarket,Green Gem Fresh Eggs Med | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Green Gem Cage Free Salted Eggs | 4pcs,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,Philippines,SM Supermarket/Hypermarket,Green Gem Brown Eggs Med | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Fresh Harvest Eggs | 30pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,EEJ Fresh Eggs Large | 30pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,CLDA Trading Fresh Medium Egg | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Cabcor Fresh Eggs | 30pcs M,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Cabcor Fresh Eggs | 12pcs M,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Bounty Selenium Enriched Eggs | 6pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Bounty Eggs With Vitamin E | 6pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,NSDR Salted Egg | 4pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,NSDR Quail Egg | 4pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Jumbo Farms Salted Eggs | 4pcs,cage,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,1,0
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Salted Eggs | 4pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Quail Eggs | 4pcs,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Egg Medium N | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Eggs Medium | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Eggs Medium | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Eggs Large | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,CLC Farm Fresh Eggs Large | 12pcs,cage,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,1,0
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Eggs Medium | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Fea Salted Eggs | 4pcs,cage,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,1,0
2025-06,Philippines,SM Supermarket/Hypermarket,Fea Fresh Quail Eggs | 24pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Fea Fresh Eggs Medium | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Alto Palo Fresh Quail Eggs | 24pcs,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,Philippines,SM Supermarket/Hypermarket,Alto Palo Fresh Eggs Medium | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Bounty Vitamin D Enriched Eggs | 10pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Fresh Harvest Eggs Medium | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Brown Eggs Medium | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Juan Fresh Eggs | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Eggs Medium | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Ocampo Fresh Eggs Medium | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Quail Eggs (R) | 24pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Eggs Medium | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Eggs Medium (F) | 12pcs,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,Philippines,SM Supermarket/Hypermarket,Gango Eggs Medium | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Jewm Egg XL | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,JJM Salted Eggs | 4pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,JJM Quail Eggs | 24pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,H&E Salted Eggs | 4pcs,cage,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,1,0
2025-06,Philippines,SM Supermarket/Hypermarket,Little Charles Large | 6pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Little Charles Large | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Cal's Fresh Eggs | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Jewm Eggs Medium | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,A's Bounty Salted Eggs | 4pcs,cage,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,1,0
2025-06,Philippines,SM Supermarket/Hypermarket,John Ron Quail Egg | 24pcs,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,Philippines,SM Supermarket/Hypermarket,John Ron Salted Egg | 4pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Eggs Large | 6pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Medium Eggs |12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Eggs | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Addy's Quail Eggs | 24pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,CLDA Quail Eggs | 24pcs,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,Philippines,SM Supermarket/Hypermarket,CLDA Salted Eggs | 4pcs,cage,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,1,0
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Quail Eggs | 24pcs,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Eggs Large | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Fresh Eggs Small | 30pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,EJJ Brown Eggs | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Eggs | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,EJJ Fresh Large Eggs | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Bounty Farms Fresh Eggs Medium | 30pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Addy's Brown Eggs | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Bounty Eggs Small | 30pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Addy's Salted Eggs Medium | 6pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Peter's Farm Salted Eggs | 6pcs,cage,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,1,0
2025-06,Philippines,SM Supermarket/Hypermarket,Peter's Farm Salted Eggs Large | 4pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Addy's Salted Eggs Large | 4pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Bounty Farms Eggs Enriched Vit. E | 10pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,Bounty Farms Eggs Organic Enriched Selenium | 10pcs,organic,FALSE,Has no commitment and is not reporting,1,0,0,0,1,0,0,0
2025-06,Philippines,SM Supermarket/Hypermarket,Bounty Farms Fresh Eggs Medium | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Brown Eggs | 12pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Quail Eggs | 24pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Eggs Extra Large | 30pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Eggs Small | 30pcs,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,Philippines,SM Supermarket/Hypermarket,SM Bonus Fresh Eggs Large | 30pcs,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,PnP Large Eggs 18 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,Humpty Dumpty Large Eggs 30 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,PnP Large Eggs 6 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,Humpty Dumpty Extra Large Eggs 18 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,PnP Live Well Free Range Large Eggs 18 Pack,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,South Africa,Pick n Pay,PnP Extra Large Eggs 30 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,PnP Live Well Large All Grain Eggs 18 Pack,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,South Africa,Pick n Pay,PnP Extra Large Eggs 6 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,PnP Live Well Large All Grain Eggs 24 Pack,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,South Africa,Pick n Pay,PnP Live Well Free Range Jumbo Eggs 18 Pack,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,South Africa,Pick n Pay,PnP Live Well Free Range Large Eggs 6 Pack,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,South Africa,Pick n Pay,PnP Jumbo Eggs 6 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,Eggs for Africa Medium Eggs 18 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,PnP Live Well Free Range Jumbo Eggs 6 Pack,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,South Africa,Pick n Pay,PnP All Grain Large Eggs 6s,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,PnP Jumbo Eggs 18 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,Eggs for Africa Medium Eggs 6 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,PnP All Grain Extra Large Eggs 18 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,Humpty Dumpty Extra Large Eggs 30 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,PnP White All Grain Eggs 6 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,PnP Live Well Free Range Extra Large Eggs 18 Pack,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,South Africa,Pick n Pay,PnP Live Well Free Range Large Canola Eggs 18 Pack,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,South Africa,Pick n Pay,PnP Live Well Extra Large Free Range Eggs 6 Pack,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,South Africa,Pick n Pay,Humpty Dumpty Jumbo Eggs 24 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,Humpty Dumpty Large Eggs 6 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,PnP Live Well Extra Large All Grain Eggs 6 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,James Free Range Medium Eggs 6 Pack,free-range,FALSE,Has no commitment and is not reporting,1,0,0,1,0,0,0,0
2025-06,South Africa,Pick n Pay,Humpty Dumpty Jumbo Eggs 6 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,PnP White All Grain Eggs 18 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,Windmeul Super Jumbo Eggs 6 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Pick n Pay,Humpty Dumpty Extra Large Eggs 6 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Shoprite Group,Nulaid Medium Eggs 6 x >43g,cage-free not identified,FALSE,Has no commitment and is not reporting,1,0,0,0,0,1,0,0
2025-06,South Africa,Shoprite Group,Nulaid Large Eggs 18 Pack,cage,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,1,0
2025-06,South Africa,Shoprite Group,Ritebrand Large Eggs 18 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Shoprite Group,Golden Yolk Large Eggs 18 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
2025-06,South Africa,Shoprite Group,Golden Yolk Large Eggs 60 Pack,insufficient information,FALSE,Has no commitment and is not reporting,0,0,0,0,0,0,0,1
